測定局コード,測定局名称,住所,局種別,地域コード,都道府県コード,市区町村名,SO2測定有無,NO測定有無,NO2測定有無,NOX測定有無,CO測定有無,OX測定有無,NMHC測定有無,CH4測定有無,THC測定有無,SPM測定有無,PM2.5測定有無,SP測定有無,WD測定有無,WS測定有無,TEMP測定有無,HUM測定有無,問い合わせ先
39405950,国設檮原酸性雨,高岡郡檮原町太郎川3757-2,一般局,7,39,高岡郡檮原町,◯,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,〇,◯,環境省
40101010,門司局,北九州市門司区大里原町１２－１２,一般局,8,40,北九州市門司区,◯,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,北九州市
40101020,松ヶ江局,北九州市門司区大字畑,一般局,8,40,北九州市門司区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40101510,門司港自排局,北九州市門司区老松町３番地,自排局,8,40,北九州市門司区,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40103010,若松局,北九州市若松区本町三丁目１３－１,一般局,8,40,北九州市若松区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40103120,江川局,北九州市若松区高須北1丁目1番,一般局,8,40,北九州市若松区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,北九州市
40103130,若松ひびき局,北九州市若松区向洋町15-1,一般局,8,40,北九州市若松区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40105010,戸畑局,北九州市戸畑区新池一丁目２－１,一般局,8,40,北九州市戸畑区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40106010,北九州局,北九州市小倉北区井堀二丁目７－１,一般局,8,40,北九州市小倉北区,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,北九州市
40106020,小倉局,北九州市小倉北区大門一丁目６－４８,一般局,8,40,北九州市小倉北区,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,北九州市
40106510,三萩野自排局,北九州市小倉北区三萩野一丁目,自排局,8,40,北九州市小倉北区,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,北九州市
40107020,曽根局,北九州市小倉南区下曽根四丁目２３－３８,一般局,8,40,北九州市小倉南区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40107040,企救丘局,北九州市小倉南区企救丘二丁目１－１,一般局,8,40,北九州市小倉南区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40108010,八幡局,北九州市八幡東区中央一丁目２－４,一般局,8,40,北九州市八幡東区,◯,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,北九州市
40108510,西本町自排局,北九州市八幡東区西本町一丁目２０－２,自排局,8,40,北九州市八幡東区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,北九州市
40109010,黒崎局,北九州市八幡西区筒井町１５－１,一般局,8,40,北九州市八幡西区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40109030,塔野局,北九州市八幡西区塔野一丁目３－１,一般局,8,40,北九州市八幡西区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,北九州市
40109510,黒崎自排局,北九州市八幡西区黒崎三丁目,自排局,8,40,北九州市八幡西区,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,北九州市
40131010,東,福岡市東区筥松４－２１,一般局,8,40,福岡市東区,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,福岡市
40131030,香椎,福岡市東区香住ヶ丘３－１０,一般局,8,40,福岡市東区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,福岡市
40132010,吉塚,福岡市博多区吉塚６－８,一般局,8,40,福岡市博多区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市
40132520,比恵,福岡市博多区東比恵１－３,自排局,8,40,福岡市博多区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,福岡市
40132530,千鳥橋,福岡市博多区千代５－１,自排局,8,40,福岡市博多区,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,福岡市
40133020,春吉,福岡市中央区春吉１－１７－３８,一般局,8,40,福岡市中央区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市
40133510,天神,福岡市中央区天神２－１２,自排局,8,40,福岡市中央区,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,福岡市
40134010,南,福岡市南区塩原１－２７,一般局,8,40,福岡市南区,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,福岡市
40134510,大橋,福岡市南区大橋３－１８,自排局,8,40,福岡市南区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,福岡市
40135020,長尾,福岡市城南区長尾５－１－１,一般局,8,40,福岡市城南区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市
40135060,元岡,福岡市西区田尻東１－１７－１,一般局,8,40,福岡市西区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市
40135510,西新,福岡市早良区西新３－１－１,自排局,8,40,福岡市早良区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,福岡市
40135520,別府橋,福岡市城南区別府１－２２,自排局,8,40,福岡市城南区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,福岡市
40135530,石丸,福岡市西区石丸２－２５,自排局,8,40,福岡市西区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡市
40135540,今宿,福岡市西区今宿青木字草場１３７,自排局,8,40,福岡市西区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,福岡市
40137010,祖原,福岡市早良区祖原１５－７,一般局,8,40,福岡市早良区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,福岡市
40202010,国設大牟田,大牟田市有明町２－３,一般局,8,40,大牟田市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省
40202050,七浦,大牟田市七浦町１５－１,一般局,8,40,大牟田市,◯,×,×,×,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,大牟田市
40202060,新地,大牟田市新地町７,一般局,8,40,大牟田市,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,大牟田市
40202080,橘,大牟田市橘６６４－１,一般局,8,40,大牟田市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,大牟田市
40203060,えーるピア久留米,久留米市諏訪野町１８３０ー６,一般局,8,40,久留米市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,久留米市
40203070,三潴中学校,久留米市三潴町玉満2705,一般局,8,40,久留米市,×,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,久留米市
40203100,城南中学校,久留米市城南町１１－４,一般局,8,40,久留米市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,久留米市
40203110,田主丸中学校,久留米市田主丸町田主丸６５－１,一般局,8,40,久留米市,×,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,久留米市
40204010,直方,直方市津田町７－２０,一般局,8,40,直方市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県
40205010,飯塚,飯塚市平恒54番地24,一般局,8,40,飯塚市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡県
40206010,田川,田川市大字弓削田２８３８,一般局,8,40,田川市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県
40210010,八女,八女市立花町谷川1156番地,一般局,8,40,八女市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡県
40214010,豊前,豊前市大字吉木９５５,一般局,8,40,豊前市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県
40216010,筑後小郡,小郡市大字井上字尾辺田４３４,一般局,8,40,小郡市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省
40220010,宗像,宗像市大字東郷１－２－１,一般局,8,40,宗像市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県
40221010,太宰府,太宰府市大字向佐野字迎田３９,一般局,8,40,太宰府市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県
40222010,糸島,前原市大字浦志２１６－１,一般局,8,40,前原市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県
40223510,古賀,古賀市大字鹿部４０１－３,自排局,8,40,古賀市,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,福岡県
40228010,朝倉,朝倉市杷木池田483番地1,一般局,8,40,朝倉市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡県
40342010,篠栗,糟屋郡篠栗町大字田中１番地１,一般局,8,40,糟屋郡篠栗町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,福岡県
40563010,柳川,柳川市大字今古賀８－１,一般局,8,40,柳川市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県
40621010,苅田,京都郡苅田町富久町１丁目１９－１,一般局,8,40,京都郡苅田町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,福岡県
41201030,佐賀,佐賀市高木町１５－３０,一般局,8,41,佐賀市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,佐賀県
41201040,三瀬,佐賀市三瀬村三瀬2970,一般局,8,41,佐賀市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41201540,兵庫,佐賀市兵庫町大字西渕1960-4,自排局,8,41,佐賀市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,佐賀県
41202060,竹木場,唐津市竹木場５６１６－１,一般局,8,41,唐津市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,佐賀県
41202160,肥前,唐津市肥前町大字入野字音ノ元甲1684,一般局,8,41,唐津市,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,佐賀県
41202200,唐津,唐津市二夕子　1-7-83,一般局,8,41,唐津市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41203010,鳥栖,鳥栖市宿町７２１－３５,一般局,8,41,鳥栖市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41203050,曽根崎,鳥栖市曽根崎町１４９８－３,自排局,8,41,鳥栖市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,佐賀県
41204010,多久,多久市北多久町大字小侍４８－３,一般局,8,41,多久市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41205080,大坪,伊万里市大坪町２８６３－１,一般局,8,41,伊万里市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41205090,山代,伊万里市山代町久原１６３７－４,一般局,8,41,伊万里市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,佐賀県
41206010,武雄,武雄市武雄町大字昭和２７－６,一般局,8,41,武雄市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41207010,鹿島,鹿島市納富分２７４４－１,一般局,8,41,鹿島市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41209010,嬉野,嬉野市嬉野町大字下宿乙1408番地,一般局,8,41,嬉野市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41210010,神埼,神埼市神埼町枝ヶ里349,一般局,8,41,神埼市,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
41341010,基山,基山町大字宮浦１０３７－１,一般局,8,41,基山町,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,佐賀県
41401020,西有田,西松浦郡有田町下山谷字佐後乙3563,一般局,8,41,西松浦郡有田町,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,佐賀県
41425010,白石,杵島郡白石町大字福田2371番地,一般局,8,41,杵島郡白石町,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,佐賀県
42201030,稲佐小学校,長崎市稲佐町１１－１,一般局,8,42,長崎市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,長崎市
42201280,小ケ倉支所,長崎市小ケ倉町２－２１－２,一般局,8,42,長崎市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,長崎市
42201300,東長崎支所,長崎市矢上町２４７－２,一般局,8,42,長崎市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,長崎市
42201510,長崎駅前,長崎市大黒町３－１,自排局,8,42,長崎市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,長崎市
42201530,長崎市役所,長崎市桜町６－３,自排局,8,42,長崎市,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,長崎市
42201540,中央橋,長崎市江戸町10-100,自排局,8,42,長崎市,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,長崎市
42202020,相浦,佐世保市木宮町３－１０,一般局,8,42,佐世保市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,佐世保市
42202030,大野,佐世保市田原町１３－２９,一般局,8,42,佐世保市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,佐世保市
42202140,早岐,佐世保市早岐１丁目６－３８,一般局,8,42,佐世保市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,佐世保市
42202160,大塔,佐世保市大塔町２３９４－９,一般局,8,42,佐世保市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐世保市
42202510,日宇,佐世保市日宇町５２２－１,自排局,8,42,佐世保市,×,◯,◯,◯,◯,×,◯,◯,◯,×,×,×,×,×,×,×,佐世保市
42202520,福石,佐世保市福石町２０１－３,自排局,8,42,佐世保市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,佐世保市
42203010,島原大気測定局,島原市新田町３４７－９,一般局,8,42,島原市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42204060,諫早,諌早市馬渡町13,一般局,8,42,諌早市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42205010,大村大気測定局,大村市西三城町１２,一般局,8,42,大村市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42208040,松浦志佐大気測定局,松浦市志佐町浦免８１２－１,一般局,8,42,松浦市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,長崎県
42209010,対馬大気測定局,対馬市厳原町宮谷224,一般局,8,42,対馬市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42209950,国設対馬酸性雨,対馬市大字厳原北里大多羅（上見坂公園）,一般局,8,42,対馬市,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,環境省
42210010,壱岐,壱岐市郷ノ浦町本村触505-5,一般局,8,42,壱岐市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42211010,五島,五島市福江町504-1,一般局,8,42,五島市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42211950,国設五島酸性雨,五島市大宝郷字ヅンナン辻1148,一般局,8,42,五島市,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,環境省
42213010,小浜大気測定局,雲仙市小浜町北本町550,一般局,8,42,雲仙市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42308040,時津小学校大気測定局,西彼杵郡時津町野田郷２,一般局,8,42,西彼杵郡時津町,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,×,×,×,長崎県
42309010,村松,長崎市村松郷字南小島７０４－１３,一般局,8,42,長崎市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,長崎県
42314020,雪浦大気測定局,西海市大瀬戸町雪浦上郷字宮小路141-2,一般局,8,42,西海市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42322060,川棚大気測定局,東彼杵郡川棚町下組郷字開３０４－５,一般局,8,42,東彼杵郡川棚町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県
42392020,吉井,佐世保市大渡免字大切１３６,一般局,8,42,佐世保市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐世保市
43201140,楡木,熊本市北区楡木3-9-1,一般局,8,43,熊本市北区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,熊本市
43201150,京町,熊本市中央区京町本丁1-14,一般局,8,43,熊本市中央区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本市
43201160,北区役所,熊本市北区植木町岩野238-1,一般局,8,43,熊本市北区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本市
43201170,秋津,熊本市東区秋津3丁目1856,一般局,8,43,熊本市東区,×,×,×,×,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,熊本市
43201180,中島,熊本市西区中島町371-2,一般局,8,43,熊本市西区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本市
43201190,城南町,熊本市南区城南町高482,一般局,8,43,熊本市南区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,熊本市
43201510,水道町自排局,熊本市中央区水道町１３－２,自排局,8,43,熊本市中央区,◯,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,熊本市
43201520,神水本町自排局,熊本市中央区神水本町９６７－１,自排局,8,43,熊本市中央区,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,熊本市
43202020,八代東高校,八代市鷹辻町,一般局,8,43,八代市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県
43202030,八代八千把出張所,八代市古閑上町１９７,一般局,8,43,八代市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,熊本県
43202520,八代自排局,八代市宮地町,自排局,8,43,八代市,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,熊本県
43203011,人吉保健所,人吉市西間下町８６－１,一般局,8,43,人吉市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県
43204200,荒尾運動公園,荒尾市川登1868-12,一般局,8,43,荒尾市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県
43205030,水俣丸島,水俣市丸島町３－１８７,一般局,8,43,水俣市,◯,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,×,熊本県
43205160,水俣保健所,水俣市八幡町３丁目２－７,一般局,8,43,水俣市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県
43206020,有明保健所,玉名市大字岩崎１００４－１,一般局,8,43,玉名市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県
43207010,天草保健所,天草市今釜新町３５３０,一般局,8,43,天草市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,熊本県
43208010,山鹿保健福祉センター局,山鹿市山鹿,一般局,8,43,山鹿市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県
43210010,菊池市役所,菊池市大字隈府字前田８７８番地１,一般局,8,43,菊池市,◯,◯,◯,◯,×,◯,×,×,×,×,◯,×,×,×,×,×,熊本県
43211050,宇土運動公園,宇土市旭町３７５,一般局,8,43,宇土市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県
43212010,上天草市合津,上天草市松島町合津4276-387,一般局,8,43,上天草市松島町,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,熊本県
43214011,阿蘇保健所,阿蘇市一の宮町宮地２４０２,一般局,8,43,阿蘇市,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,熊本県
43215010,天草市宮地岳地区,天草市宮地岳町5518-1,一般局,8,43,天草市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,熊本県
43215020,天草市新和町地区,天草市新和町小宮地字荒新開5208-105,一般局,8,43,天草市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,熊本県
43215030,天草市河浦町地区,天草市河浦町河浦796-4,一般局,8,43,天草市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,熊本県
43215040,天草市天草町下田地区,天草市天草町下田北1388-1,一般局,8,43,天草市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,熊本県
